MyIdx,car_number,completed_laps,rank,elapsed_time,rank_diff,time_diff
12559,4,134,19,6729.7397,-1.0,41.66290000000026
12647,4,135,19,6771.4093,0.0,41.66960000000017
12742,4,136,17,6813.2991,-2.0,41.88979999999992
12844,4,137,17,6855.1225,0.0,41.82340000000022
12939,4,138,15,6901.4853,-2.0,46.36279999999988
13046,4,139,14,6965.2156,-1.0,63.73030000000017
13138,4,140,14,7042.5718,0.0,77.35619999999926
13238,4,141,12,7158.0152,-2.0,115.44340000000011
13344,4,142,10,7262.9757,-2.0,104.96050000000014
13443,4,143,10,7365.6683,0.0,102.69260000000031
13535,4,144,10,7466.9277,0.0,101.25939999999991
13614,4,145,10,7540.6769,0.0,73.7492000000002
13699,4,146,9,7592.0603,-1.0,51.38339999999971
13798,4,147,9,7670.7156,0.0,78.65530000000035
13894,4,148,9,7762.1338,0.0,91.41819999999916
13980,4,149,9,7859.3573,0.0,97.22350000000006
14070,4,150,9,7945.7461,0.0,86.38880000000063
14160,4,151,9,8035.0867,0.0,89.34059999999954
14250,4,152,9,8123.8085,0.0,88.72180000000026
14333,4,153,9,8195.1853,0.0,71.3767999999991
14417,4,154,9,8241.8678,0.0,46.6825000000008
14510,4,155,9,8320.8155,0.0,78.94770000000062
14614,4,156,9,8423.9978,0.0,103.18229999999858
14709,4,157,8,8527.8379,-1.0,103.84010000000126
14810,4,158,8,8622.0586,0.0,94.22069999999985
14910,4,159,8,8715.3504,0.0,93.29179999999906
14995,4,160,7,8802.1561,-1.0,86.8057000000008
15087,4,161,7,8877.1551,0.0,74.9989999999998
15182,4,162,14,8923.4885,7.0,46.33339999999953
